"Bean_Type","Broad_Bean_Origin","Cocoa_Percent","Company_Location","Company",REF,Rating,"Review_Date","Specific_Bean_Origin_or_Bar_Name"
Forastero (Nacional),Peru,70%,Canada,Soma,1259,3.75,2014,Maranon Canyon
Trinitario,Nicaragua,70%,Canada,Soma,1307,3.25,2014,La Dalia
Forastero (Nacional),Ecuador,80%,Canada,Soma,1307,3.5,2014,"Camino Verde P., Balao, Guayas"
Forastero (Amelonado),Vanuatu,70%,Canada,Soma,1307,3.75,2014,"Espiritu Santo, 'Smoke Monster'"
Blend,Madagascar & Ecuador,70%,Canada,Soma,1339,3.25,2014,Little Big Man
Trinitario,Dominican Republic,77%,Canada,Soma,1019,3.75,2013,"Rizek Cacao, Dominican Republic."
Criollo,Indonesia,70%,Canada,Soma,1030,3.25,2013,Java
Criollo,Peru,70%,Canada,Soma,1073,2.75,2013,"Apurimac, El Quinacho Co-op"
Trinitario,Trinidad,70%,Canada,Soma,1073,3.75,2013,"Sangre Grande P., Trinidad"
 ,,70%,Canada,Soma,1077,3.25,2013,Chef's Blend
Criollo,Venezuela,70%,Canada,Soma,1077,3.75,2013,Patanemo
Criollo,Venezuela,70%,Canada,Soma,1077,4.0,2013,"Maracaibo, El Vigia"
Forastero,Venezuela,70%,Canada,Soma,1173,3.25,2013,Orinoco
Trinitario,Jamaica,70%,Canada,Soma,1177,4.0,2013,"Bachelor's Hall E., St. Thomas Parish"
 ,Haiti,70%,Canada,Soma,817,3.25,2012,Noula Coop
 ,Hawaii,70%,Canada,Soma,833,3.75,2012,O'ahu
Trinitario,Guatemala,70%,Canada,Soma,951,3.5,2012,Cahabon Region
Trinitario,Venezuela,70%,Canada,Soma,951,3.75,2012,Carenero Superior
Trinitario,Papua New Guinea,85%,Canada,Soma,983,3.5,2012,Papua New Guinea
Trinitario,Grenada,70%,Canada,Soma,676,2.75,2011,"Grenada, Black Science"
Nacional,Bolivia,70%,Canada,Soma,676,3.5,2011,"Alto Beni, Wild Bolivian"
 ,Peru,64%,Canada,Soma,676,4.0,2011,Peruvian
Forastero,Dominican Republic,70%,Canada,Soma,682,3.75,2011,"Elvesia P., Black Science"
Criollo,Venezuela,70%,Canada,Soma,688,3.5,2011,Chuao
Forastero,Dominican Republic,70%,Canada,Soma,377,3.0,2009,Hispaniola
Forastero,Ghana,70%,Canada,Soma,377,3.5,2009,Africa
Trinitario,Dominican Republic,70%,Canada,Soma,387,3.0,2009,Conacado
Trinitario,Papua New Guinea,70%,Canada,Soma,387,3.5,2009,Papua New Guinea
Criollo,Madagascar,70%,Canada,Soma,387,3.75,2009,Madagascar
Criollo,Venezuela,70%,Canada,Soma,387,3.75,2009,Ocumare
 ,Nicaragua,70%,U.S.A.,Somerville,1367,3.25,2014,Nicaragua
 ,Hawaii,70%,U.S.A.,Somerville,1395,3.5,2014,"Hawaiian, Big Island"
 ,Dominican Republic,70%,Canada,Soul,1932,3.25,2017,Dominican Republic
 ,Madagascar,70%,Canada,Soul,1936,3.5,2017,Madagascar
 ,Venezuela,75%,Canada,Soul,1936,3.5,2017,Venezuela
 ,Ecuador,75%,Canada,Soul,1936,3.25,2017,Ecuador
 ,Papua New Guinea,77%,Canada,Soul,1936,3.25,2017,Papua New Guinea
 ,Tanzania,80%,Canada,Soul,1940,3.5,2017,Tanzania
 ,Dominican Republic,70%,U.S.A.,Spagnvola,793,3.0,2012,AgroCriso Plantation
 ,Dominican Republic,80%,U.S.A.,Spagnvola,793,3.0,2012,AgroCriso Plantation
 ,Dominican Republic,75%,U.S.A.,Spagnvola,793,3.25,2012,AgroCriso Plantation
 ,Dominican Republic,70%,U.S.A.,Spencer,1932,3.75,2017,Dominican Republic
 ,Ecuador,70%,U.S.A.,Spencer,1932,3.5,2017,Ecuador
 ,Peru,70%,U.S.A.,Spencer,1932,2.75,2017,Peru
 ,Dominican Republic,70%,Australia,Spencer,1792,3.5,2016,"Dominican Republic, lot D82R"
 ,Ecuador,70%,Australia,Spencer,1792,3.75,2016,"Ecuador, lot E432314L"
 ,Madagascar,70%,Australia,Spencer,1792,3.75,2016,"Madagascar, lot M0403R"
Trinitario,Vanuatu,72%,Australia,Spencer,1434,2.75,2014,Malekula Island
Criollo,Bolivia,70%,Switzerland,Sprungli (Felchlin),1057,3.0,2013,Alto Beni
 ,Dominican Republic,70%,U.S.A.,SRSLY,1113,3.0,2013,Dominican Republic
 ,Dominican Republic,84%,U.S.A.,SRSLY,1121,2.25,2013,Dominican Republic
Forastero (Nacional),Ecuador,70%,U.S.A.,Starchild,1634,3.0,2015,"Bolivar, Arriba"
 ,Dominican Republic,70%,U.S.A.,Starchild,1692,3.0,2015,Hispaniola
 ,Guatemala,70%,U.S.A.,Starchild,1692,3.0,2015,Cacao Verapaz
Trinitario (Amelonado),Nicaragua,70%,U.S.A.,Starchild,1692,3.0,2015,Rio Tuma
Trinitario,Madagascar,70%,U.S.A.,Starchild,1696,3.0,2015,Sambirano Valley
Trinitario,Brazil,68%,Switzerland,Stella (aka Bernrain),859,2.75,2012,"Bahia, Agri-Forestal Plantation, 2010"
 ,India,72%,Switzerland,Stella (aka Bernrain),729,3.25,2011,India
 ,Ecuador,84%,U.S.A.,Stone Grindz,1291,3.5,2014,"Ecuador, Midnight Dark"
 ,Ecuador,70%,U.S.A.,Stone Grindz,1291,3.5,2014,"Ecuador, Twilght Dark"
 ,Philippines,65%,U.S.A.,StRita Supreme,939,2.5,2012,"Samar, East Visayas region"
 ,Philippines,70%,U.S.A.,StRita Supreme,943,2.5,2012,"Samar, East Visayas region"
 ,Philippines,75%,U.S.A.,StRita Supreme,943,2.75,2012,"Samar, East Visayas region"
Trinitario,Madagascar,67%,U.S.A.,Sublime Origins,1157,2.75,2013,Sambirano
Trinitario,Belize,78%,U.S.A.,Sublime Origins,1157,3.25,2013,Moho Valley
"Criollo, Trinitario",Peru,61%,Denmark,Summerbird,1800,2.5,2016,Peru
"Criollo, Trinitario",Peru,71%,Denmark,Summerbird,1800,3.0,2016,Peru
 ,Venezuela,70%,Venezuela,Suruca Chocolate,1796,2.75,2016,Venezuela
 ,Venezuela,60%,Venezuela,Suruca Chocolate,1796,3.0,2016,Venezuela
"Criollo, Trinitario",Sri Lanka,70%,Sweden,Svenska Kakaobolaget,1618,2.75,2015,Sri Lanka
 ,Ecuador,70%,Hungary,Szanto Tibor,1668,3.25,2015,Nacional
Trinitario,Cuba,88%,Hungary,Szanto Tibor,1704,3.25,2015,Baracoa
Trinitario,Madagascar,70%,Hungary,Szanto Tibor,1704,3.25,2015,Ambolikapiky
Forastero (Nacional),Ecuador,70%,Hungary,Szanto Tibor,1704,3.75,2015,"Winak, Sumaco"
Trinitario,Vietnam,70%,Hungary,Szanto Tibor,1708,3.25,2015,"Ben Tre, Mekong Delta"
Forastero (Parazinho),Brazil,70%,Hungary,Szanto Tibor,1708,3.5,2015,"Fazenda Sempre Firme, Bahia"
Criollo,Venezuela,70%,Hungary,Szanto Tibor,1263,3.5,2014,Porcelana
Trinitario,Cuba,70%,Hungary,Szanto Tibor,1263,3.75,2014,Baracoa
Criollo,Madagascar,70%,Hungary,Szanto Tibor,1185,3.5,2013,"Autumn, Primary Harvest, 2012"
Criollo,Madagascar,70%,Hungary,Szanto Tibor,1185,3.5,2013,"Spring, Secondary Harvest, 2012"
 ,Nicaragua,70%,Hungary,Szanto Tibor,1193,3.25,2013,Cacao Blanco
 ,Dominican Republic,70%,Hungary,Szanto Tibor,939,3.25,2012,Santo Domingo
 ,Madagascar,70%,Hungary,Szanto Tibor,939,3.25,2012,Millot Plantation
 ,Peru,70%,Hungary,Szanto Tibor,939,3.75,2012,"Ayacucho, ""El Guinacho"""
 ,Venezuela,70%,Hungary,Szanto Tibor,761,3.0,2011,Crudo
 ,Costa Rica,70%,U.S.A.,Tabal,1101,2.75,2013,Costa Rica
 ,Dominican Republic,70%,U.S.A.,Tabal,1101,2.75,2013,Dominican Republic
 ,Mexico,70%,U.S.A.,Tabal,1105,2.5,2013,"Chiapas, Lacandon Jungle"
 ,Peru,70%,U.S.A.,Tabal,1105,3.0,2013,Peru
 ,Colombia,70%,Japan,Tablette (aka Vanillabeans),1450,3.0,2015,Colombia
 ,Papua New Guinea,62%,Japan,Tablette (aka Vanillabeans),1450,3.25,2015,Papua
Trinitario,Vietnam,60%,Japan,Tablette (aka Vanillabeans),1450,3.25,2015,Vietnam
Trinitario,Trinidad,77%,Japan,Tablette (aka Vanillabeans),1680,2.75,2015,Trinidad
Trinitario,Suriname,70%,Suriname,Tan Ban Skrati,1868,3.25,2016,"Paramaribo, batch 20160043-01"
Trinitario,Belize,68%,U.S.A.,Taza,1271,3.0,2014,Belize
 ,Bolivia,87%,U.S.A.,Taza,785,3.25,2011,Alto Beni
 ,Mexico,75%,U.S.A.,Taza,451,2.75,2009,Chiapan
 ,Dominican Republic,70%,U.S.A.,Taza,180,3.0,2007,"Dark, Stone Ground"
Forastero,West Africa,62%,U.S.A.,TCHO,1716,2.0,2016,West Africa
 ,,60%,U.S.A.,TCHO,387,2.75,2009,TCHOPro 60.5
 ,,68%,U.S.A.,TCHO,387,3.0,2009,TCHOPro 68
Forastero,Ghana,70%,U.S.A.,TCHO,199,2.5,2008,Chocolatey-beta
 ,Peru,70%,U.S.A.,TCHO,280,2.5,2008,Fruity-beta
 ,Madagascar,70%,U.S.A.,TCHO,280,2.75,2008,Citrus-beta
 ,Peru,70%,U.S.A.,TCHO,284,2.5,2008,Nutty-beta
 ,Madagascar,70%,U.S.A.,Tejas,801,2.75,2012,Concepcion
 ,Papua New Guinea,70%,U.S.A.,Tejas,805,3.0,2012,Aranama
 ,Dominican Republic,70%,U.S.A.,Tejas,805,3.5,2012,Presidio
 ,Ecuador,70%,U.S.A.,Tejas,817,3.25,2012,"La Bahia, w/ cane juice"
 ,Peru,70%,U.S.A.,Tejas,821,2.0,2012,Capistrano
 ,Ecuador,70%,U.S.A.,Tejas,825,3.25,2012,"La Bahia, w/ cane sugar"
 ,Bolivia,70%,U.S.A.,Tejas,829,2.75,2012,San Jose
 ,Madagascar,70%,U.S.A.,Tejas,829,3.0,2012,Capistrano*
 ,Mexico,70%,U.S.A.,Tejas,833,3.25,2012,Espada
 ,Brazil,70%,U.S.A.,Tejas,967,2.75,2012,Espada
 ,Venezuela,80%,U.S.A.,Tejas,971,3.0,2012,Concepcion*
 ,Bolivia,67%,U.S.A.,Tejas,971,3.25,2012,San Jose
Forastero (Parazinho),Brazil,70%,U.S.A.,Tejas,971,3.5,2012,"Bahia, Floresta Azul,Good Friends Reserve#3"
 ,Peru,70%,U.S.A.,Terroir,1478,2.75,2015,Peru
Trinitario,Belize,70%,U.S.A.,Terroir,1478,3.75,2015,Belize
Trinitario,Madagascar,70%,U.S.A.,Terroir,1478,3.75,2015,Madagascar
 ,Ecuador,70%,U.S.A.,Terroir,1482,3.25,2015,Ecuador
 ,Dominican Republic,70%,U.S.A.,Terroir,1554,3.5,2015,Oko Caribe
Trinitario,Guatemala,70%,U.S.A.,Terroir,1558,3.75,2015,Guatemala
 ,Ecuador,77%,U.S.A.,Terroir,1323,3.25,2014,Ecuador
Trinitario,Madagascar,67%,U.S.A.,Terroir,1323,3.75,2014,Madagascar
Forastero,Uganda,73%,U.S.A.,Terroir,1323,3.75,2014,Uganda
 ,Peru,70%,Sweden,The Barn,1614,3.0,2015,Peru
Forastero,Congo,65%,U.S.A.,Theo,903,3.25,2012,Congo w/ nibs
Trinitario,Madagascar,65%,U.S.A.,Theo,162,3.5,2007,Madagascar
 ,Côte d'Ivoire,75%,U.S.A.,Theo,184,2.5,2007,Côte d'Ivoire
Forastero,Ghana,84%,U.S.A.,Theo,184,3.0,2007,"Ghana, Kumasi"
Blend,Venezuela,91%,U.S.A.,Theo,188,2.0,2007,"Venezuela; Barinos, Merida, Tachron"
 ,Peru,70%,Japan,Theobroma,1684,3.25,2015,"Piura Select, Cacao Blanc"
"Trinitario, TCGA",Belize,72%,Germany,Timo A. Meyer,1836,3.75,2016,"Belize, med roast"
Forastero (Nacional),Ecuador,81%,Ecuador,To'ak (Ecuatoriana),1418,3.25,2014,Manabi
Trinitario,Tobago,70%,France,Tobago Estate (Pralus),895,4.0,2012,"Roxborough, Tobago"
Criollo,Bolivia,77%,U.S.A.,Tocoti,927,3.0,2012,"Wild Bolivian, Jungle Love"
 ,Venezuela,72%,U.S.A.,Tocoti,789,2.75,2011,Venezuela
 ,Dominican Republic,74%,U.S.A.,Tocoti,789,3.0,2011,Dominican Republic
 ,Dominican Republic,72%,U.S.A.,Treehouse,1239,3.0,2014,Conacado
 ,Madagascar,72%,Madagascar,Tsara (Cinagra),753,3.5,2011,"Ambanja, Tsara Valley"
 ,Dominican Republic,75%,U.S.A.,twenty-four blackbirds,1700,2.75,2015,Oko Caribe
 ,Ecuador,75%,U.S.A.,twenty-four blackbirds,1700,3.5,2015,"Cedeno, lot 271"
Trinitario,Madagascar,75%,U.S.A.,twenty-four blackbirds,1235,3.5,2014,Madagascar
 ,Dominican Republic,68%,U.S.A.,twenty-four blackbirds,1022,3.25,2013,Dominican Republic
 ,Bolivia,75%,U.S.A.,twenty-four blackbirds,1026,2.5,2013,Palos Blancos
 ,Dominican Republic,73%,U.S.A.,twenty-four blackbirds,753,2.75,2011,Dominican Republic
Criollo,Peru,60%,U.S.A.,Two Ravens,1740,3.0,2016,Peru
 ,Dominican Republic,63%,France,Un Dimanche A Paris,709,3.75,2011,Dominican Republic
 ,Nicaragua,74%,U.S.A.,Undone,1438,2.75,2014,Matagalpa
 ,Dominican Republic,70%,U.S.A.,Undone,1438,3.0,2014,Nourish
Trinitario,Madagascar,72%,U.S.A.,Upchurch,1752,3.0,2016,"Madagascar, Sassy Bar"
 ,Tanzania,72%,U.S.A.,Upchurch,1752,3.25,2016,"Tanzania, Party Bar"
Trinitario,Venezuela,65%,Italy,Urzi,1327,3.25,2014,"Sur del Lago, Merida"
 ,Peru,63%,France,Valrhona,1510,4.0,2015,"Piura, Illanka, Quemazon"
 ,,70%,France,Valrhona,1145,3.5,2013,"Andoa, Grand Cru blend"
 ,Dominican Republic,64%,France,Valrhona,1153,3.5,2013,"Loma Sotavento, 2013"
 ,Venezuela,69%,France,Valrhona,931,4.0,2012,"Otucan, Grand Cru"
 ,,56%,France,Valrhona,709,3.25,2011,Caraque
Criollo,Venezuela,64%,France,Valrhona,757,4.0,2011,"Porcelana, Pedegral"
 ,Dominican Republic,64%,France,Valrhona,327,3.75,2009,Tainori
 ,Ecuador,66%,France,Valrhona,370,3.75,2009,Alpaco
Forastero,Ghana,68%,France,Valrhona,395,3.5,2009,Nyangbo
Trinitario,Venezuela,65%,France,Valrhona,129,3.75,2007,Chuao 2002 P.
"Criollo, Trinitario",Madagascar,64%,France,Valrhona,129,4.0,2007,Manjari
 ,,85%,France,Valrhona,147,1.5,2007,Le Noir Extra Amer
Forastero,West Africa,85%,France,Valrhona,153,2.5,2007,Abinao
Forastero,West Africa,71%,France,Valrhona,157,2.75,2007,Le Noir Amer
Criollo (Porcelana),Venezuela,64%,France,Valrhona,162,3.25,2007,"Porcelana, Maracaibo, Palmira P. 2006"
Trinitario,Carribean,66%,France,Valrhona,63,3.0,2006,Caraibe
"Criollo, Trinitario",South America,70%,France,Valrhona,63,4.0,2006,Guanaja
Trinitario,Trinidad,64%,France,Valrhona,75,2.5,2006,Gran Couva 2005 P.
Criollo (Porcelana),Venezuela,64%,France,Valrhona,75,3.0,2006,"Porcelana, Maracaibo, Palmira P. 2005"
Trinitario,Madagascar,64%,France,Valrhona,75,3.5,2006,"Sambirano, Ampamakia 2005, Millot P."
Forastero,Ghana,72%,U.S.A.,Vanleer (Barry Callebaut),963,2.5,2012,Manhattan
Forastero,Ghana,65%,U.S.A.,Vanleer (Barry Callebaut),963,2.75,2012,Napa
Trinitario,Madagascar,72%,Madagascar,Vao Vao (Chocolaterie Robert),404,2.75,2009,Madagascar
Trinitario,Madagascar,76%,Madagascar,Vao Vao (Chocolaterie Robert),404,2.75,2009,Madagascar
Trinitario,Madagascar,80%,Madagascar,Vao Vao (Chocolaterie Robert),404,2.75,2009,Madagascar
Trinitario,Madagascar,70%,Madagascar,Vao Vao (Chocolaterie Robert),404,3.0,2009,Madagascar
Trinitario,Madagascar,68%,Madagascar,Vao Vao (Chocolaterie Robert),404,3.0,2009,Madagascar w/ nibs
Trinitario,Madagascar,64%,Madagascar,Vao Vao (Chocolaterie Robert),404,3.25,2009,Madagascar
 ,Bolivia,70%,U.S.A.,Vicuna,1470,3.25,2015,Palos Blancos
 ,Bolivia,70%,U.S.A.,Vicuna,1470,3.25,2015,Palos Blancos + nibs
 ,Dominican Republic,90%,U.S.A.,Videri,1211,3.25,2014,Dominican Republic
Trinitario,Trinidad,75%,U.S.A.,Videri,1211,3.5,2014,Trinidad
 ,Ecuador,75%,U.S.A.,Videri,1227,3.5,2014,Mindo
 ,Central and S. America,90%,U.S.A.,Videri,1117,3.75,2013,Dark
 ,Central and S. America,70%,U.S.A.,Videri,991,3.25,2012,Classic
Trinitario,Vietnam,70%,France,Vietcacao (A. Morin),951,3.5,2012,"Ben Tre, Mekong Delta, MoCay"
 ,Peru,75%,U.S.A.,Vintage Plantations,1205,3.0,2014,San Martin
Forastero (Arriba),Ecuador,100%,U.S.A.,Vintage Plantations (Tulicorp),153,2.0,2007,"Los Rios, Rancho Grande 2004/2007"
Forastero (Arriba),Ecuador,90%,U.S.A.,Vintage Plantations (Tulicorp),153,2.0,2007,"Los Rios, Rancho Grande 2004/2007"
Forastero (Arriba),Ecuador,75%,U.S.A.,Vintage Plantations (Tulicorp),153,3.0,2007,"Los Rios, Rancho Grande 2004/2007"
Forastero (Arriba),Ecuador,65%,U.S.A.,Vintage Plantations (Tulicorp),153,3.0,2007,"Los Rios, Rancho Grande 2007"
Trinitario,Madagascar,77%,U.S.A.,Violet Sky,1458,2.75,2015,Sambirano Valley
"Criollo, Trinitario",Belize,77%,U.S.A.,Violet Sky,1458,3.0,2015,Moho River Valley
Criollo,Venezuela,77%,U.S.A.,Violet Sky,1458,3.0,2015,Cuyagua
"Criollo, Trinitario",Peru,77%,U.S.A.,Violet Sky,1458,3.25,2015,Peru
Trinitario,Guatemala,77%,U.S.A.,Violet Sky,1502,2.75,2015,Cahabon
 ,Peru,70%,U.S.A.,Vivra,1720,2.5,2016,Peru
 ,Venezuela,70%,U.S.A.,Vivra,1720,2.5,2016,Ocumare
 ,Dominican Republic,70%,U.S.A.,Vivra,1724,3.0,2016,Dominican Republic
Trinitario,Dominican Republic,70%,New Zealand,Wellington Chocolate Factory,1756,3.5,2016,Conacado
 ,Peru,70%,New Zealand,Wellington Chocolate Factory,1756,3.5,2016,"Piura Blanco, Norandino"
Forastero,Ghana,72%,New Zealand,Whittakers,733,2.5,2011,Ghana
Criollo,Peru,75%,Ireland,Wilkie's Organic,1169,2.5,2013,Amazonas
Criollo,Peru,89%,Ireland,Wilkie's Organic,1169,2.75,2013,Amazonas
Criollo,Peru,75%,Ireland,Wilkie's Organic,1169,3.25,2013,Tumbes
Criollo,Peru,75%,Ireland,Wilkie's Organic,1173,2.75,2013,Amazonas w/ nibs
 ,Colombia,70%,U.K.,Willie's Cacao,1848,4.0,2016,Los Llanos
Trinitario,Colombia,88%,U.K.,Willie's Cacao,1227,3.0,2014,Los Llanos
 ,Indonesia,100%,U.K.,Willie's Cacao,1109,2.25,2013,"Java, Indonesian Black"
Trinitario,Madagascar,71%,U.K.,Willie's Cacao,593,3.0,2010,Sambirano
 ,Venezuela,72%,U.K.,Willie's Cacao,593,3.5,2010,Hacienda Las Trincheras
 ,Indonesia,69%,U.K.,Willie's Cacao,593,3.75,2010,Java
 ,Peru,70%,U.K.,Willie's Cacao,457,3.0,2009,San Martin
Trinitario,Venezuela,72%,U.K.,Willie's Cacao,457,3.25,2009,Rio Caribe
Criollo,Venezuela,74%,U.S.A.,Wm,1912,3.0,2016,"Guasare, Zulia Prov., 2015, batch 124"
 ,Bolivia,76%,U.S.A.,Wm,1912,3.5,2016,"Wild Beniano, 2016, batch 128, Heirloom"
 ,Ghana,75%,U.S.A.,Wm,1916,3.75,2016,"Ghana, 2013, batch 129"
Forastero (Nacional),Peru,70%,U.S.A.,Woodblock,1243,3.0,2014,"Maranon, Cajamarca"
 ,Ecuador,70%,U.S.A.,Woodblock,1042,3.25,2013,"Camino Verde P., Balao, Guayas"
Trinitario,Trinidad,70%,U.S.A.,Woodblock,1042,3.5,2013,Gran Couva
 ,Ecuador,70%,U.S.A.,Woodblock,825,2.5,2012,Ecuador
 ,Costa Rica,70%,U.S.A.,Woodblock,825,3.0,2012,Costa Rica
Trinitario,Madagascar,70%,U.S.A.,Woodblock,951,3.25,2012,Sambirano
 ,Venezuela,70%,U.S.A.,Woodblock,741,4.0,2011,Ocumare
 ,Dominican Republic,70%,U.S.A.,Woodblock,769,3.5,2011,La Red
 ,Dominican Republic,66%,Dominican Republic,Xocolat,1057,3.0,2013,Hispaniola
 ,Madagascar,70%,U.S.A.,Xocolla,1948,2.75,2017,"Sambirano, batch 170102"
 ,Dominican Republic,70%,U.S.A.,Xocolla,1948,2.5,2017,"Hispaniola, batch 170104"
 ,Papua New Guinea,70%,U.S.A.,Zak's,1574,3.0,2015,"Papua New Guinea, Batch 2"
 ,Dominican Republic,70%,U.S.A.,Zak's,1578,3.25,2015,"Dominican Republic, Batch D2"
Trinitario,Madagascar,70%,U.S.A.,Zak's,1578,3.25,2015,"Madagascar, Batch 2"
 ,Peru,70%,U.S.A.,Zak's,1578,3.25,2015,"Peru, Batch 1"
Trinitario,Belize,70%,U.S.A.,Zak's,1578,3.5,2015,"Belize, Batch 2"
 ,,60%,U.S.A.,Zak's,1582,3.0,2015,"House Blend, Batch 2"
"Criollo, Trinitario",Madagascar,70%,Austria,Zart Pralinen,1820,3.5,2016,"Millot P., Ambanja"
Nacional (Arriba),Ecuador,70%,Austria,Zart Pralinen,1824,2.75,2016,UNOCACE
Trinitario,Trinidad,85%,Austria,Zart Pralinen,1824,2.75,2016,San Juan Estate
"Criollo, Trinitario",Tanzania,85%,Austria,Zart Pralinen,1824,3.0,2016,"Kakao Kamili, Kilombero Valley"
"Criollo, Trinitario",Tanzania,70%,Austria,Zart Pralinen,1824,3.5,2016,"Kakao Kamili, Kilombero Valley"
Trinitario,Trinidad,78%,Austria,Zart Pralinen,1880,3.5,2016,"San Juan Estate, Gran Couva"
 ,Solomon Islands,78%,Australia,Zokoko,1716,3.75,2016,Guadalcanal
 ,,65%,Australia,Zokoko,1780,3.25,2016,Goddess Blend
 ,Bolivia,68%,Australia,Zokoko,697,3.5,2011,Alto Beni
Trinitario,Papua New Guinea,66%,Australia,Zokoko,701,3.5,2011,Tokiala
 ,Bolivia,72%,Australia,Zokoko,701,3.75,2011,"Tranquilidad, Baures"
 ,,80%,Austria,Zotter,1205,2.75,2014,Raw
 ,Panama,72%,Austria,Zotter,801,3.5,2012,"Bocas del Toro, Cocabo Co-op"
 ,,65%,Austria,Zotter,801,3.5,2012,Amazonas Frucht
Criollo (Amarru),Peru,70%,Austria,Zotter,875,3.0,2012,"Satipo Pangoa region, 16hr conche"
Criollo (Amarru),Peru,70%,Austria,Zotter,875,3.5,2012,"Satipo Pangoa region, 20hr conche"
 ,Dominican Republic,62%,Austria,Zotter,875,3.75,2012,"Loma Los Pinos, Yacao region, D.R."
Forastero (Nacional),Ecuador,75%,Austria,Zotter,879,3.0,2012,El Oro
"Criollo, Trinitario",Papua New Guinea,75%,Austria,Zotter,879,3.0,2012,Huiwani Coop
 ,Bolivia,90%,Austria,Zotter,879,3.25,2012,El Ceibo Coop
 ,Dominican Republic,70%,Austria,Zotter,879,3.75,2012,Santo Domingo
Forastero,Congo,68%,Austria,Zotter,883,3.25,2012,"Kongo, Highlands"
 ,,58%,Austria,Zotter,883,3.5,2012,"Indianer, Raw"
 ,Peru,70%,Austria,Zotter,647,3.75,2011,Peru
Forastero,Congo,65%,Austria,Zotter,749,3.0,2011,Congo
Forastero,India,65%,Austria,Zotter,749,3.5,2011,Kerala State
 ,India,62%,Austria,Zotter,781,3.25,2011,Kerala State
 ,Brazil,65%,Austria,Zotter,486,3.0,2010,"Brazil, Mitzi Blue"
Blend,Dominican Republic,70%,U.S.A.,Bittersweet Origins,502,3.75,2010,2009 Hapa Nibby
Blend,Indonesia,70%,U.S.A.,Bittersweet Origins,502,3.75,2010,2009 Hapa Nibby
 ,Venez,65%,France,Bonnat,1418,3.75,2014,Surfin
 ,Africa,65%,France,Bonnat,1418,3.75,2014,Surfin
 ,Brasil,65%,France,Bonnat,1418,3.75,2014,Surfin
 ,Peru,65%,France,Bonnat,1418,3.75,2014,Surfin
 ,Mex,65%,France,Bonnat,1418,3.75,2014,Surfin
 ,Ecuador,70%,U.S.A.,DAR,1920,3.25,2016,"DUO, batch 002"
 ,Costa Rica,70%,U.S.A.,DAR,1920,3.25,2016,"DUO, batch 002"
 ,Costa Rica,74%,U.S.A.,Escazu,431,2.75,2009,"Carenero, Guapiles, Ocumare blend"
 ,Venezuela,74%,U.S.A.,Escazu,431,2.75,2009,"Carenero, Guapiles, Ocumare blend"
 ,Peru,55%,U.S.A.,Ethel's Artisan (Mars),666,2.5,2011,"Peru, Madagascar"
 ,Madagascar,55%,U.S.A.,Ethel's Artisan (Mars),666,2.5,2011,"Peru, Madagascar"
 ,Venezuela,62%,U.S.A.,Ethel's Artisan (Mars),672,2.5,2011,"Venezuela, Trinidad"
 ,Trinidad,62%,U.S.A.,Ethel's Artisan (Mars),672,2.5,2011,"Venezuela, Trinidad"
 ,Trinidad,64%,Italy,Guido Castagna,355,3.0,2009,Trinidad & Tobago
 ,Tobago,64%,Italy,Guido Castagna,355,3.0,2009,Trinidad & Tobago
 ,Ven,64%,Italy,Guido Castagna,355,3.25,2009,Blend
 ,Trinidad,64%,Italy,Guido Castagna,355,3.25,2009,Blend
 ,Ecuador,64%,Italy,Guido Castagna,355,3.25,2009,Blend
 ,South America,70%,Australia,Haigh,701,3.0,2011,South America and Africa
 ,Africa,70%,Australia,Haigh,701,3.0,2011,South America and Africa
 ,Africa,74%,France,La Maison du Chocolat (Valrhona),1121,2.75,2013,"Cuana, 2013"
 ,Carribean,74%,France,La Maison du Chocolat (Valrhona),1121,2.75,2013,"Cuana, 2013"
 ,C. Am.,74%,France,La Maison du Chocolat (Valrhona),1121,2.75,2013,"Cuana, 2013"
Blend,Ven.,74%,France,La Maison du Chocolat (Valrhona),230,3.5,2008,"Cuana, 2008"
Blend,Indonesia,74%,France,La Maison du Chocolat (Valrhona),230,3.5,2008,"Cuana, 2008"
Blend,Ecuad.,74%,France,La Maison du Chocolat (Valrhona),230,3.5,2008,"Cuana, 2008"
Criollo,Peru,72%,U.S.A.,L'Amourette,853,3.0,2012,Blend
Criollo,Ecuador,72%,U.S.A.,L'Amourette,853,3.0,2012,Blend
Criollo,Venezuela,72%,U.S.A.,L'Amourette,853,3.0,2012,Blend
 ,Venezuela,75%,U.S.A.,Lillie Belle,947,2.75,2012,Purple Haze
 ,Dominican Republic,75%,U.S.A.,Lillie Belle,947,2.75,2012,Purple Haze
 ,Colombia,46%,Colombia,Luker,552,2.75,2010,Selva
 ,Ecuador,46%,Colombia,Luker,552,2.75,2010,Selva
 ,Colombia,60%,Colombia,Luker,552,3.0,2010,Macondo
 ,Ecuador,60%,Colombia,Luker,552,3.0,2010,Macondo
 ,Colombia,58%,Colombia,Luker,552,3.0,2010,Misterio
 ,Ecuador,58%,Colombia,Luker,552,3.0,2010,Misterio
Blend,Peru,75%,U.S.A.,Mast Brothers,1359,3.75,2014,French Laundry 20th Anniversary
Blend,Belize,75%,U.S.A.,Mast Brothers,1359,3.75,2014,French Laundry 20th Anniversary
